Хлоргексидина биглюконат раствор водный для наружного применения 0,05% 100 мл флакон 1 шт.;https://sc.api.megapteka.ru/items/9a/19/1293b3f4ef8026fb37f6faea3816993bfb994eabd2b62c952c809e380fcf1b12.jpg;35 ₽;Акушерство. Гинекология;Хлоргексидинсф, Хлоргексидинмедисорб, Амидент, Хлоргексидинабиглюконат, Биоасептик;Прозрачный или слегка опалесцирующий бесцветный раствор без запаха.;{'Планета Здоровья': ['Набережные Челны, пр-кт Сююмбике, 40']}
Хлоргексидин Актив средство антисептическое с ионами серебра 100 мл флакон 1 шт.;https://sc.api.megapteka.ru/items/squares/14/74/1474e36ad15f53b662354fdae9a4d59136d1bc8d51ad75a63f77b25697bf5e93.jpg;38,60 ₽;Акушерство. Гинекология;Хлоргексидинсф, Хлоргексидинмедисорб, Амидент, Хлоргексидинабиглюконат, Биоасептик;Бесцветная, прозрачная или слегка опалесцирующая жидкость без запаха.;{'Будь Здоров!': ['Набережные Челны, б-р Главмосстроевцев, 5, пом.2', 'Набережные Челны, пр-кт Яшьлек, 41', 'Набережные Челны, ул. Аркылы, 23А', 'Набережные Челны, пр-кт Московский, 80, пом.1', 'Набережные Челны, пр-кт Сююмбике, 39, пом.2', 'Набережные Челны, ул. Хади Такташа, 39, пом.2'], 'Цена красна': ['Набережные Челны, пр-кт Московский, 105, 4/03'], 'АптекаПлюс': ['Набережные Челны, пр-кт Сююмбике, 65А', 'Набережные Челны, пр-кт Дружбы Народов, 9Б'], 'Аптека Апрель': ['Набережные Челны, пр-кт Мира, 25А']}
Хлоргексидина биглюконат раствор водный для местного и наружного применения 0,05% 100 мл флакон 1 шт.;https://sc.api.megapteka.ru/items/d2/b8/a1a37de0bbeee77870b24fb2782a2cb8fdc4f82baeacac3c6fbe1e56dae882cb.jpg;45,40 ₽;Акушерство. Гинекология;Хлоргексидинсф, Хлоргексидинмедисорб, Амидент, Хлоргексидинабиглюконат, Биоасептик;Прозрачный или слегка опалесцирующий бесцветный раствор без запаха.;{'АптекаПлюс': ['Набережные Челны, пр-кт Сююмбике, 65А', 'Набережные Челны, пр-кт Набережночелнинский, 51', 'Набережные Челны, пр-кт Раиса Беляева, 45А', 'Набережные Челны, пр-кт Мира, 66А', 'Набережные Челны, ул. Шамиля Усманова, 68', 'Набережные Челны, пр-кт Чулман, 40/11А', 'Набережные Челны, пр-кт Мусы Джалиля, 47А', 'Набережные Челны, пр-кт Сююмбике, 58А', 'Набережные Челны, ул. Набережночелнинский, 7'], 'Низкие цены': ['Набережные Челны, пр-кт им Мусы Джалиля, 68, пом. 1эт. 21-24']}
Хлоргексидина биглюконат форте 0,1%  экспресс-спрей 50 мл 1 шт.;https://sc.api.megapteka.ru/items/18/45/cbb9e3dcf17ca93a3514f5f72e5a257dadb449ca6b9268a8edad816901da0f34.jpg;59,10 ₽;Акушерство. Гинекология;У данного лекарства нет аналогов;Порошок со вкусами: альпийская ваниль, или кокосовое масло, или голландский шоколад, или земляника.;{'АптекаПлюс': ['Набережные Челны, пр-кт Автозаводский, 29', 'Набережные Челны, пр-кт Дружбы Народов, 9Б', 'Набережные Челны, пр-кт Раиса Беляева, 45А'], 'Низкие цены': ['Набережные Челны, пр-кт им Мусы Джалиля, 68, пом. 1эт. 21-24', 'Набережные Челны, ул. Шамиля Усманова, 47']}
Хлоргексидин Виалайн спрей для полости рта и горла 45 мл флакон 1 шт.;https://sc.api.megapteka.ru/items/squares/3f/8d/3f8d2d0756b9540fdba106edf77af0a4d07a868b474cba9102022181b949b22c.jpg;71 ₽;Акушерство. Гинекология;Хлоргексидинсф, Хлоргексидинмедисорб, Амидент, Хлоргексидинабиглюконат, Биоасептик;Бесцветная, прозрачная или слегка опалесцирующая жидкость без запаха.;{'Планета Здоровья': ['Набережные Челны, 16-й комплекс, 1А/пр-кт Раиса Беляева, 28', 'Набережные Челны, пр-кт Мира, 52/16 компл.3/01', 'Набережные Челны, наб. Габдулы Тукая, 2', 'Набережные Челны, пр-кт Сююмбике, 53', 'Набережные Челны, ул. Мира, 24', 'Набережные Челны, пр-кт Мира, 50/15', 'Набережные Челны, пр-кт Чулман, 33', 'Набережные Челны, ул. Виктора Полякова, 20Г', 'Набережные Челны, ул. Яшьлек, 14', 'Набережные Челны, пр-кт Мира, 65']}
Хлоргексидина биглюконат средство для дезинфекции 0,05 % 200 мл;https://sc.api.megapteka.ru/items/squares/fd/54/fd549f9ada330bed3ef4ee17bf260d2fb82151cda23ccd500d78728db3212304.jpg;71 ₽;Акушерство. Гинекология;Хлоргексидинсф, Хлоргексидинмедисорб, Амидент, Хлоргексидинабиглюконат, Биоасептик;Прозрачный или слегка опалесцирующий бесцветный раствор без запаха.;{'Планета Здоровья': ['Набережные Челны, наб. Габдулы Тукая, 2']}
Хлоргексидин раствор для наружного применения водно-спиртовый 0,5% 100 мл флакон 1 шт.;https://sc.api.megapteka.ru/items/c5/ae/2ce5bca92ceee01c50f96f2ed78edd5e551da0323b0e4a12994c566f8b688a78-cmpr.jpg;82 ₽;Акушерство. Гинекология;У данного лекарства нет аналогов;Бесцветный, прозрачный водный раствор.;{'Планета Здоровья': ['Набережные Челны, пр-кт Чулман, 33', 'Набережные Челны, пр-кт Сююмбике, 53', 'Набережные Челны, пр-кт Мира, 50/15', 'Набережные Челны, ул. Виктора Полякова, 20Г', 'Набережные Челны, ул. Яшьлек, 14', 'Набережные Челны, пр-кт Сююмбике, 40']}
Хлоргексидина биглюконат форте раствор водный для наружного применения 0,1% экспресс-спрей 100 мл 1 шт.;https://sc.api.megapteka.ru/items/96/c9/bfaac0ac47ed4af43a9a84f6ad775f717f0f5c7abf8c42fb7105a075f0402ab6.jpg;82,50 ₽;Акушерство. Гинекология;Хлоргексидинсф, Хлоргексидинмедисорб, Амидент, Хлоргексидинабиглюконат, Биоасептик;Бесцветная или со слегка желтоватым оттенком, прозрачная или слегка опалесцирующая жидкость без запаха.;{'АптекаПлюс': ['Набережные Челны, пр-кт Набережночелнинский, 51', 'Набережные Челны, пр-кт Автозаводский, 29', 'Набережные Челны, пр-кт Дружбы Народов, 9Б', 'Набережные Челны, пр-кт Чулман, 40/11А'], 'Низкие цены': ['Набережные Челны, ул. Шамиля Усманова, 47']}
Набор гинекологический Юнона 1 тип 1 шт.;https://sc.api.megapteka.ru/items/ff/8c/86f6ab02fe74d09e4c6cea3439031156df123927daffb0bc189bb9e73ec2f9a8.jpg;68 ₽;Акушерство. Гинекология;У данного лекарства нет аналогов;таблетки массой 921,0±46,05 мг;{'Магнит': ['Набережные Челны, ул. Казанский пр-кт, 118/2', 'Набережные Челны, пр-кт Дружбы Народов,11А', 'Набережные Челны, пр-кт Московский, 133А', 'Набережные Челны, ул. Шамиля Усманова, 50'], 'Аптека Апрель': ['Набережные Челны, Сармановский тракт, 66', 'Набережные Челны, пр-кт Московский, 157Б'], 'Алоэ': ['Набережные Челны, пр-кт Набережночелнинский, 13А', 'Набережные Челны, Автозаводский пр-кт, 62', 'Набережные Челны, ул. Татарстан, 16', 'Набережные Челны, пр-кт Автозаводской, 17']}
Набор гинекологический Юнона 2 тип 1 шт.;https://sc.api.megapteka.ru/items/squares/96/98/969843505434e4871ed4ba9064487d33b25c023c6e34018dade4abb5a65c019c.jpg;75 ₽;Акушерство. Гинекология;У данного лекарства нет аналогов;таблетки массой 921,0±46,05 мг;{'Планета Здоровья': ['Набережные Челны, пр-кт Мира, 65', 'Набережные Челны, 16-й комплекс, 1А/пр-кт Раиса Беляева, 28', 'Набережные Челны, пр-кт Мусы Джалиля, 74', 'Набережные Челны, пр-кт Мира, 50/15', 'Набережные Челны, ул. Виктора Полякова, 20Г']}
Набор гинекологический Юнона тип-3 1 шт.;https://sc.api.megapteka.ru/items/2e/26/2b330e0042a1c13aee110d568d07467f652ecbc81fc9c919d6766d381d2ee76f.jpg;79 ₽;Акушерство. Гинекология;У данного лекарства нет аналогов;таблетки массой 921,0±46,05 мг;{'Планета Здоровья': ['Набережные Челны, пр-кт Мира, 50/15'], 'Аптека Апрель': ['Набережные Челны, пр-кт Набережночелнинский, 51', 'Набережные Челны, пр-кт Сююмбике, 67Б']}
Набор гинекологический Юнона 4 тип 1 шт.;https://sc.api.megapteka.ru/items/squares/81/d6/81d654bf074907623e9e56833975d02425b8148f11e5f4f9dd1bad83b3cca57c.jpg;93 ₽;Акушерство. Гинекология;У данного лекарства нет аналогов;таблетки массой 921,0±46,05 мг;{'Планета Здоровья': ['Набережные Челны, ул. Вахитова, 14А']}
Спираль внутриматочная Юнона Био-Т с медью Т-образная 1 шт.;https://sc.api.megapteka.ru/items/squares/67/38/673825b386182c03a2cf4d37bed3d855b74b399408c9035ecc4ae3a85e0d7c1f.jpg;209 ₽;Акушерство. Гинекология;Мультитабсмакси, , Месяцеввитаминноминеральныйкомплекс, Глутамевит, Селмевитинтенсив;Таблетки, покрытые оболочкой, белого цвета, круглые, двояковыпуклые с характерным запахом. На поперечном разрезе видны два слоя. Внутренний слой - неоднородный по окраске с вкраплениями.;{'Планета Здоровья': ['Набережные Челны, пр-кт Мира, 50/15', 'Набережные Челны, пр-кт Мира, 52/16 компл.3/01', 'Набережные Челны, пр-кт Мира, 65', 'Набережные Челны, ул. Мира, 24', 'Набережные Челны, пр-кт Сююмбике, 53'], 'Экона': ['Набережные Челны, 6-й комплекс, 3'], 'Аптека Фармаимпекс': ['Набережные Челны, пр-кт Сююмбике, 49/1']}
Спираль внутриматочная Юнона Био Т Super Т-образная 1 шт.;https://sc.api.megapteka.ru/items/squares/54/dc/54dce7c0e5ff5c146cf442f7e327350bacf1731ef8395fa86eb033045e2300fd.jpg;289 ₽;Акушерство. Гинекология;Мультитабсмакси, , Месяцеввитаминноминеральныйкомплекс, Глутамевит, Селмевитинтенсив;Таблетки, покрытые оболочкой, белого цвета, круглые, двояковыпуклые с характерным запахом. На поперечном разрезе видны два слоя. Внутренний слой - неоднородный по окраске с вкраплениями.;{'Планета Здоровья': ['Набережные Челны, пр-кт Мира, 52/16 компл.3/01', 'Набережные Челны, пр-кт Мира, 65'], 'Аптека Фармаимпекс': ['Набережные Челны, пр-кт Сююмбике, 49/1']}
Спираль внутриматочная Юнона Био-Т Ag тип 2 кольцеобразная 1 шт.;https://sc.api.megapteka.ru/items/squares/fa/dc/fadca44e98aa1ac061408ee31661bbfd8446b09a86e5a98d59fee2eea140d99c.jpg;499 ₽;Акушерство. Гинекология;Мультитабсмакси, , Месяцеввитаминноминеральныйкомплекс, Глутамевит, Селмевитинтенсив;Таблетки, покрытые оболочкой, белого цвета, круглые, двояковыпуклые с характерным запахом. На поперечном разрезе видны два слоя. Внутренний слой - неоднородный по окраске с вкраплениями.;{'Планета Здоровья': ['Набережные Челны, ул. Мира, 24', 'Набережные Челны, пр-кт Мира, 50/15']}
Спираль внутриматочная Юнона Био-Т Ag спираль Т-образная 1 шт.;https://sc.api.megapteka.ru/items/squares/30/8a/308a00ff9dbb6a82aa955b64fe39deba7965d945cf1da48329d1c003f4e16434.jpg;522 ₽;Акушерство. Гинекология;Мультитабсмакси, , Месяцеввитаминноминеральныйкомплекс, Глутамевит, Селмевитинтенсив;Таблетки, покрытые оболочкой, белого цвета, круглые, двояковыпуклые с характерным запахом. На поперечном разрезе видны два слоя. Внутренний слой - неоднородный по окраске с вкраплениями.;{'Планета Здоровья': ['Набережные Челны, наб. Габдулы Тукая, 2', 'Набережные Челны, ул. Мира, 24', 'Набережные Челны, ул. Яшьлек, 14', 'Набережные Челны, пр-кт Мира, 52/16 компл.3/01', 'Набережные Челны, пр-кт Сююмбике, 53', 'Набережные Челны, пр-кт Мира, 50/15']}
Спираль внутриматочная Юнона Био-Т Ag тип 1 кольцеобразная 1 шт.;https://sc.api.megapteka.ru/items/squares/dd/d2/ddd273b888dcb018e2a5dcbe2b9a62ce3e9a13aec5bbc8a3006f00ef23162f54.jpg;524 ₽;Акушерство. Гинекология;Мультитабсмакси, , Месяцеввитаминноминеральныйкомплекс, Глутамевит, Селмевитинтенсив;Таблетки, покрытые оболочкой, белого цвета, круглые, двояковыпуклые с характерным запахом. На поперечном разрезе видны два слоя. Внутренний слой - неоднородный по окраске с вкраплениями.;{'Планета Здоровья': ['Набережные Челны, ул. Мира, 24'], 'Экона': ['Набережные Челны, 6-й комплекс, 3'], 'Аптека Фармаимпекс': ['Набережные Челны, пр-кт Сююмбике, 49/1']}
Пессарий акушерский Юнона разгружающий 2 тип 1 шт.;https://sc.api.megapteka.ru/items/7f/bc/95d36ed2e60562f9f2870c7189aa94ed6bfa32e49c8d4b18e8fe31ba1e19460a.jpg;696,80 ₽;Акушерство. Гинекология;У данного лекарства нет аналогов;Капсулы по 410 мг ±10%;{'Аптека Апрель': ['Набережные Челны, пр-кт Сююмбике, 67Б']}
Пессарий маточный Юнона 3 тип 1 шт.;https://sc.api.megapteka.ru/items/squares/25/19/251944565a3d3319210aadb42669d3cc321567f121ada6cde831fb2ff8d1a6ea.jpg;1325 ₽;Акушерство. Гинекология;У данного лекарства нет аналогов;Капсулы по 410 мг ±10%;{'Планета Здоровья': ['Набережные Челны, пр-кт Мира, 50/15']}
Диклофенак таблетки 50 мг 20 шт.;https://sc.api.megapteka.ru/items/1f/4c/8b115b3140bb28846eee19a2b473a7eb33413fef483ef276d8ab3f684ac11ff5.jpg;16,50 ₽;Акушерство. Гинекология;Вориконазолтева, Ворикоз, Вориконазолсандоз, Вориконазолпск, Вориконазолканон;Дозировка 50 мг:круглые, двояковыпуклые таблетки, покрытые пленочной оболочкой, белого или почти белого цвета. На поперечном разрезе ядро таблетки белого или почти белого цвета.Дозировка 200 мг:продолговатые, двояковыпуклые таблетки, покрытые пленочной оболочкой, белого или почти белого цвета. На поперечном разрезе ядро таблетки белого или почти белого цвета.;{'АптекаПлюс': ['Набережные Челны, ул. Шамиля Усманова, 36Б', 'Набережные Челны, пр-кт Сююмбике, 58А', 'Набережные Челны, пр-кт Раиса Беляева, 45А', 'Набережные Челны, пр-кт Сююмбике, 65А', 'Набережные Челны, пр-кт Дружбы Народов, 9Б', 'Набережные Челны, пр-кт Мира, 66А', 'Набережные Челны, ул. им. Мусы Джалиля, 86'], 'Низкие цены': ['Набережные Челны, пр-кт им Мусы Джалиля, 68, пом. 1эт. 21-24', 'Набережные Челны, ул. Шамиля Усманова, 47'], 'Цена красна': ['Набережные Челны, пр-кт Московский, 105, 4/03']}
Диклофенак таблетки 50 мг 20 шт. (любой производитель);https://sc.api.megapteka.ru/items/anybrand/5c57dadad3905a5b97ee7b95ee8264cc.jpg;16,50 ₽;Акушерство. Гинекология;Левофлорипин;Таблетки, покрытые пленочной оболочкой, темно-коричневого цвета, овальной формы, двояковыпуклые. На поперечном разрезе таблетка красновато-коричневого цвета с белыми вкраплениями.;{'Цена красна': ['Набережные Челны, пр-кт Московский, 105, 4/03'], 'Низкие цены': ['Набережные Челны, ул. Шамиля Усманова, 47'], 'Аптека Апрель': ['Набережные Челны, Шамиля Усманова, 20А', 'Набережные Челны, ул. Гидростроителей, 26', 'Набережные Челны, Сармановский тракт, 66'], 'АптекаПлюс': ['Набережные Челны, пр-кт Московский, 86', 'Набережные Челны, пр-кт Мусы Джалиля, 47А', 'Набережные Челны, пр-кт Сююмбике, 51, пом.1002', 'Набережные Челны, ул. им. Мусы Джалиля, 86'], 'Планета Здоровья': ['Набережные Челны, ул. Вахитова, 14А']}
Диклофенак таблетки 50 мг 20 шт.;https://sc.api.megapteka.ru/items/squares/stada/7bd5aef8-9182-11e7-809c-c860005ec2d7.jpg;32 ₽;Акушерство. Гинекология;Вориконазолтева, Ворикоз, Вориконазолсандоз, Вориконазолпск, Вориконазолканон;Дозировка 50 мг:круглые, двояковыпуклые таблетки, покрытые пленочной оболочкой, белого или почти белого цвета. На поперечном разрезе ядро таблетки белого или почти белого цвета.Дозировка 200 мг:продолговатые, двояковыпуклые таблетки, покрытые пленочной оболочкой, белого или почти белого цвета. На поперечном разрезе ядро таблетки белого или почти белого цвета.;{'Планета Здоровья': ['Набережные Челны, наб. Габдулы Тукая, 2', 'Набережные Челны, пр-кт Сююмбике, 53', 'Набережные Челны, ул. Вахитова, 16А', 'Набережные Челны, пр-кт Мира, 65', 'Набережные Челны, пр-кт Мусы Джалиля, 74', 'Набережные Челны, пр-кт Чулман, 33', 'Набережные Челны, 16-й комплекс, 1А/пр-кт Раиса Беляева, 28', 'Набережные Челны, пр-кт Сююмбике, 40'], 'Низкие цены': ['Набережные Челны, ул. Гидростроителей, 9'], 'Алоэ': ['Набережные Челны, Автозаводский пр-кт, 62']}
Диклофенак капли глазные 0,1% 5 мл флакон-капельница 1 шт.;https://sc.api.megapteka.ru/items/squares/d2/4b/d24bb5735844e1a839fbc0c963c3b4464ff42bf73bd370a97923f10a6f0a32cb.jpg;34 ₽;Акушерство. Гинекология;Ортофер, Ортофенатаблеткипокрытыеоболочкойг, Диклофенактева, Аргеттдуо, Раптенрапид;Прозрачная со слегка желтоватым оттенком жидкость с характерным запахом бензилового спирта.;{'Экона': ['Набережные Челны, пр-кт Сююмбике, 64', 'Набережные Челны, пр-кт Мусы Джалиля, 60А', 'Набережные Челны, пр-кт Мусы Джалиля, 42А', 'Набережные Челны, пр-кт Московский, 181'], 'Аптека Фармаимпекс': ['Набережные Челны, пр-кт Раиса Беляева, 12', 'Набережные Челны, пр-кт Сююмбике, 49/1', 'Набережные Челны, пр-кт Набережночелнинский, 70/56, пом.1009'], 'Бережная аптека': ['Набережные Челны, Сармановский тракт, 56', 'Набережные Челны, б-р Кереселидзе, 6/09']}
Диклофенак капли глазные 0,1% 5 мл флакон-капельница 1 шт. (любой производитель);https://sc.api.megapteka.ru/items/anybrand/072bc86a6cc89c0a45447d074baca232.jpg;34 ₽;Акушерство. Гинекология;Ортофер, Ортофенатаблеткипокрытыеоболочкойг, Диклофенактева, Аргеттдуо, Раптенрапид;Прозрачная со слегка желтоватым оттенком жидкость с характерным запахом бензилового спирта.;{'АптекаПлюс': ['Набережные Челны, пр-кт Сююмбике, 65А', 'Набережные Челны, пр-кт Дружбы Народов, 9Б'], 'Алоэ': ['Набережные Челны, пр-кт Автозаводской, 17', 'Набережные Челны, пр-кт Набережночелнинский, 13А', 'Набережные Челны, Автозаводский пр-кт, 62'], 'Планета Здоровья': ['Набережные Челны, пр-кт Мира, 50/15', 'Набережные Челны, пр-кт Чулман, 33'], 'Экона': ['Набережные Челны, пр-кт Мусы Джалиля, 42А'], 'Аптека Апрель': ['Набережные Челны, пос. ЗЯБ, ул. Комарова, 24А', 'Набережные Челны, ул. Гидростроителей, 26']}
